ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
618111186,Audio,Little Tern,Sternula albifrons,,Ramesh Desai,2024-04-28,2024,4,28,1734,India,IN-KA-BJ,Karnataka,Vijayapura,Bhutnal Kere  ಭೂತನಾಳ ಕೆರೆ,16.8861851,75.7099525,"",,Unspecified,"","",,,,,,,S170706493,Unconfirmed,,,,"Photographed in the morning session, calls recorded with mobile this time.",Sternula albifrons,litter1,Species,6622,,.00,0,,,
618096811,Audio,Bristled Grassbird,Schoenicola striatus,,Chaiti Banerjee,2024-04-28,2024,4,28,603,India,IN-WB-PS,West Bengal,South 24 Parganas,Baruipur Marshes,22.3626971,88.3906103,"",,Unspecified,"","",,,,,,,S170775129,"",,,,As seen. Excellent activities observed. Frequently vocalising.,Schoenicola striatus,brigra2,Species,23488,,.00,0,,,
618096778,Audio,Bristled Grassbird,Schoenicola striatus,,Chaiti Banerjee,2024-04-28,2024,4,28,603,India,IN-WB-PS,West Bengal,South 24 Parganas,Baruipur Marshes,22.3626971,88.3906103,"",,Unspecified,"","",,,,,,,S170775129,"",,,,As seen. Excellent activities observed. Frequently vocalising.,Schoenicola striatus,brigra2,Species,23488,,.00,0,,,
618089759,Audio,White-naped Woodpecker,Chrysocolaptes festivus,,Shantanu Majumdar,2024-04-09,2024,4,9,722,India,IN-KA-BN,Karnataka,Bengaluru Urban,Avalahalli State Forest,13.1305841,77.5483560,"",,Unspecified,"","",,,,,,,S167826873,"",,,,Two were in front of me while there was another one calling from behind me.,Chrysocolaptes festivus,whnwoo1,Species,11315,,5.00,1,,,
618089758,Audio,White-naped Woodpecker,Chrysocolaptes festivus,,Shantanu Majumdar,2024-04-09,2024,4,9,722,India,IN-KA-BN,Karnataka,Bengaluru Urban,Avalahalli State Forest,13.1305841,77.5483560,"",,Unspecified,"","",,,,,,,S167826873,"",,,,Two were in front of me while there was another one calling from behind me.,Chrysocolaptes festivus,whnwoo1,Species,11315,,5.00,1,,,
618089722,Audio,White-naped Woodpecker,Chrysocolaptes festivus,,Shantanu Majumdar,2024-04-09,2024,4,9,722,India,IN-KA-BN,Karnataka,Bengaluru Urban,Avalahalli State Forest,13.1305841,77.5483560,"",,Unspecified,"","",,,,,,,S167826873,"",,,,Two were in front of me while there was another one calling from behind me.,Chrysocolaptes festivus,whnwoo1,Species,11315,,5.00,1,,,
618087548,Audio,Savanna Nightjar,Caprimulgus affinis,,Shivray Ranpise,2024-04-28,2024,4,28,1842,India,IN-MH-PU,Maharashtra,Pune,"Kirti Garden , Top Area",18.5376102,73.7576795,"",,Unspecified,"","",,,,,,,S170737279,"",,,,1 clearly seen in flight for 2-3mins .1 heard clearly . .Responding each other .Continuous calling heard .,Caprimulgus affinis,savnig1,Species,3723,,.00,0,,,
618087438,Audio,Clamorous Reed Warbler (Indian Great Reed Warbler),Acrocephalus stentoreus,,Samim Akhter,2024-04-28,2024,4,28,603,India,IN-WB-PS,West Bengal,South 24 Parganas,Baruipur Marshes,22.3626971,88.3906103,Adult – 1,Song,Not Used,"","",,,Zoom H1n,,,,S170730603,"",,,,Still continuing ..,Acrocephalus stentoreus,clrwar1,Species,23300,,3.00,1,"",,
618087429,Audio,Bristled Grassbird,Schoenicola striatus,"Spilopelia chinensis -- Spotted Dove; Metopidius indicus -- Bronze-winged Jacana; Acrocephalus dumetorum -- Blyth's Reed Warbler; Eudynamys scolopaceus -- Asian Koel; Vanellus indicus -- Red-wattled Lapwing",Samim Akhter,2024-04-28,2024,4,28,603,India,IN-WB-PS,West Bengal,South 24 Parganas,Baruipur Marshes,22.3626971,88.3906103,Adult – 1,Song,Not Used,"","",,,Zoom H1n,,,,S170730603,"",,,,As seen. Excellent activities observed. Frequently vocalising.,Schoenicola striatus,brigra2,Species,23488,,3.00,1,"",,
618087428,Audio,Bristled Grassbird,Schoenicola striatus,"Prinia inornata -- Plain Prinia; Eudynamys scolopaceus -- Asian Koel",Samim Akhter,2024-04-28,2024,4,28,603,India,IN-WB-PS,West Bengal,South 24 Parganas,Baruipur Marshes,22.3626971,88.3906103,Adult – 1,Song,Not Used,"","",,,Zoom H1n,,,,S170730603,"",,,,As seen. Excellent activities observed. Frequently vocalising.,Schoenicola striatus,brigra2,Species,23488,,5.00,1,"",,
618085313,Audio,Malabar Woodshrike,Tephrodornis sylvicola,,Shantanu Majumdar,2024-04-14,2024,4,14,640,India,IN-KL-TV,Kerala,Thiruvananthapuram,IISER Thiruvananthapuram,8.6810003,77.1390224,"",,Unspecified,"","",,,,,,,S168502754,"",,,,,Tephrodornis sylvicola,malwoo1,Species,19558,,5.00,1,,,
618085303,Audio,Malabar Woodshrike,Tephrodornis sylvicola,,Shantanu Majumdar,2024-04-14,2024,4,14,640,India,IN-KL-TV,Kerala,Thiruvananthapuram,IISER Thiruvananthapuram,8.6810003,77.1390224,"",,Unspecified,"","",,,,,,,S168502754,"",,,,,Tephrodornis sylvicola,malwoo1,Species,19558,,5.00,1,,,
618079431,Audio,Indian Cuckoo,Cuculus micropterus,,Tuk Tuk,2024-04-28,2024,4,28,745,India,IN-MH-MS,Maharashtra,Mumbai Suburban,Phansacha Paani 20240428 List 02,19.2142800,72.8998237,"",Song,Not Used,"","",,,Honor 7x,,,,S170704023,"",,,Edited out the loud cicadas.,,Cuculus micropterus,indcuc1,Species,3413,,2.00,1,"",,
618079306,Audio,Indian Cuckoo,Cuculus micropterus,,Tuk Tuk,2024-04-28,2024,4,28,745,India,IN-MH-MS,Maharashtra,Mumbai Suburban,Phansacha Paani 20240428 List 02,19.2142800,72.8998237,"",Song,Not Used,"","",,,Honor 7x,,,,S170704023,"",,,"",,Cuculus micropterus,indcuc1,Species,3413,,1.00,1,"",,
618078748,Audio,"Jerdon's Nightjar",Caprimulgus atripennis,,HARIHARAN T V,2024-04-28,2024,4,28,1905,India,IN-KL-KS,Kerala,Kasaragod,THOOVALKOOTTAPPUNNA,12.4493700,75.0658300,"",,Unspecified,"","",,,,,,,S170720459,"",,,,,Caprimulgus atripennis,jernig1,Species,3690,,.00,0,,,
618076566,Audio,Indian Blackbird,Turdus simillimus,,Rohit Kokil,2024-04-19,2024,4,19,804,India,IN-KA-BG,Karnataka,Belagavi,"Mandoli Hangarga Road, Mandoli, Karnataka, IN (15.829, 74.451)",15.8291190,74.4511328,"",,Unspecified,"","",,,,,,,S169251113,"",,,,,Turdus simillimus,eurbla2,Species,28192,,.00,0,,,
618076458,Audio,Indian Scimitar-Babbler,Pomatorhinus horsfieldii,,Rohit Kokil,2024-04-19,2024,4,19,722,India,IN-KA-BG,Karnataka,Belagavi,"Mandoli Hangarga Road, Mandoli, Karnataka, IN (15.829, 74.451)",15.8291190,74.4511328,"",,Unspecified,"","",,,,,,,S169246610,"",,,,call recorded,Pomatorhinus horsfieldii,insbab1,Species,25614,,.00,0,,,
618076352,Audio,Indian Scimitar-Babbler,Pomatorhinus horsfieldii,,Rohit Kokil,2024-04-19,2024,4,19,722,India,IN-KA-BG,Karnataka,Belagavi,"Mandoli Hangarga Road, Mandoli, Karnataka, IN (15.829, 74.451)",15.8291190,74.4511328,"",,Unspecified,"","",,,,,,,S169246610,"",,,,call recorded,Pomatorhinus horsfieldii,insbab1,Species,25614,,.00,0,,,
618076321,Audio,Painted Francolin,Francolinus pictus,,Rohit Kokil,2024-04-19,2024,4,19,722,India,IN-KA-BG,Karnataka,Belagavi,"Mandoli Hangarga Road, Mandoli, Karnataka, IN (15.829, 74.451)",15.8291190,74.4511328,"",,Unspecified,"","",,,,,,,S169246610,"",,,,call recorded,Francolinus pictus,paifra1,Species,1598,,1.00,1,,,
618076062,Audio,Brahminy Starling,Sturnia pagodarum,,Rajesh Kalra,2024-04-28,2024,4,28,1530,India,IN-DL-SH,Delhi,Shahdara,Jagriti,28.6488339,77.3118012,"",,Unspecified,"","",,,,,,,S170697213,"",,,,,Sturnia pagodarum,brasta1,Species,27389,,.00,0,,,
618074682,Audio,Jungle Babbler,Argya striata,,Rajesh Kalra,2024-04-28,2024,4,28,709,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Surajpur Wetlands Bird Sanctuary,28.5262355,77.4900334,"",,Unspecified,"","",,,,,,,S170660893,"",,,,,Argya striata,junbab2,Species,26160,,.00,0,,,
618074617,Audio,Common Hawk-Cuckoo,Hierococcyx varius,,Rajesh Kalra,2024-04-28,2024,4,28,709,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Surajpur Wetlands Bird Sanctuary,28.5262355,77.4900334,"",,Unspecified,"","",,,,,,,S170660893,"",,,,,Hierococcyx varius,cohcuc1,Species,3398,,.00,0,,,
618074586,Audio,"Blyth's Reed Warbler",Acrocephalus dumetorum,,Rajesh Kalra,2024-04-28,2024,4,28,709,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Surajpur Wetlands Bird Sanctuary,28.5262355,77.4900334,"",,Unspecified,"","",,,,,,,S170660893,"",,,,,Acrocephalus dumetorum,blrwar1,Species,23257,,.00,0,,,
618074339,Audio,Common Hawk-Cuckoo,Hierococcyx varius,,Rajesh Kalra,2024-04-28,2024,4,28,709,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Surajpur Wetlands Bird Sanctuary,28.5262355,77.4900334,"",,Unspecified,"","",,,,,,,S170660893,"",,,,,Hierococcyx varius,cohcuc1,Species,3398,,.00,0,,,
618074256,Audio,"Blyth's Reed Warbler",Acrocephalus dumetorum,,Rajesh Kalra,2024-04-28,2024,4,28,709,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Surajpur Wetlands Bird Sanctuary,28.5262355,77.4900334,"",,Unspecified,"","",,,,,,,S170660893,"",,,,,Acrocephalus dumetorum,blrwar1,Species,23257,,.00,0,,,
618074085,Audio,Kentish Plover,Anarhynchus alexandrinus,,Ramesh Desai,2024-04-28,2024,4,28,652,India,IN-KA-BJ,Karnataka,Vijayapura,Bhutnal Kere  ಭೂತನಾಳ ಕೆರೆ,16.8861851,75.7099525,"",,Unspecified,"","",,,,,,,S170653473,"",,,,,Anarhynchus alexandrinus,kenplo1,Species,5920,,.00,0,,,
618072128,Audio,White-throated Kingfisher,Halcyon smyrnensis,,Vijaya Lakshmi,2024-04-28,2024,4,28,529,India,IN-KA-MY,Karnataka,Mysuru,"Muddahalli, Nanjangud Taluka ಮುದ್ದಹಳ್ಳಿ",12.0460000,76.6680000,"",,Unspecified,"","",,,,,,,S170635095,"",,,,,Halcyon smyrnensis,whtkin2,Species,9795,,.00,0,,,
618071910,Audio,Paddyfield Pipit,Anthus rufulus,,Rajesh Kalra,2024-04-28,2024,4,28,709,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Surajpur Wetlands Bird Sanctuary,28.5262355,77.4900334,"",,Unspecified,"","",,,,,,,S170660893,"",,,,,Anthus rufulus,oripip1,Species,31237,,.00,0,,,
618070606,Audio,Black Kite,Milvus migrans,,SOVON PARBAT,2024-04-26,2024,4,26,600,India,IN-JH-HA,Jharkhand,Hazaribagh,Mount Carmel School,23.9852920,85.3696328,"",,Unspecified,"","",,,,,,,S170312739,"",,,,,Milvus migrans,blakit1,Species,8165,,3.00,1,,,
618070515,Audio,Common Hawk-Cuckoo,Hierococcyx varius,,Rajesh Kalra,2024-04-28,2024,4,28,709,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Surajpur Wetlands Bird Sanctuary,28.5262355,77.4900334,"",,Unspecified,"","",,,,,,,S170660893,"",,,,,Hierococcyx varius,cohcuc1,Species,3398,,.00,0,,,
618070491,Audio,Black Drongo,Dicrurus macrocercus,,Rajesh Kalra,2024-04-28,2024,4,28,709,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Surajpur Wetlands Bird Sanctuary,28.5262355,77.4900334,"",,Unspecified,"","",,,,,,,S170660893,"",,,,,Dicrurus macrocercus,bladro1,Species,20051,,.00,0,,,
618070510,Audio,Asian Koel,Eudynamys scolopaceus,,Rajesh Kalra,2024-04-28,2024,4,28,709,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Surajpur Wetlands Bird Sanctuary,28.5262355,77.4900334,"",,Unspecified,"","",,,,,,,S170660893,"",,,,,Eudynamys scolopaceus,asikoe2,Species,3261,,.00,0,,,
618070488,Audio,"Blyth's Reed Warbler",Acrocephalus dumetorum,,Rajesh Kalra,2024-04-28,2024,4,28,709,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Surajpur Wetlands Bird Sanctuary,28.5262355,77.4900334,"",,Unspecified,"","",,,,,,,S170660893,"",,,,,Acrocephalus dumetorum,blrwar1,Species,23257,,.00,0,,,
618070499,Audio,White-breasted Waterhen,Amaurornis phoenicurus,,Rajesh Kalra,2024-04-28,2024,4,28,709,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Surajpur Wetlands Bird Sanctuary,28.5262355,77.4900334,"",,Unspecified,"","",,,,,,,S170660893,"",,,,,Amaurornis phoenicurus,whbwat1,Species,5526,,.00,0,,,
618068567,Audio,Indian Scimitar-Babbler,Pomatorhinus horsfieldii,,Rohit Kokil,2024-04-22,2024,4,22,816,India,IN-KA-BG,Karnataka,Belagavi,"Shri Brahmaling temple, Belagavi, Karnataka, IN (15.856, 74.462)",15.8563365,74.4621547,"",,Unspecified,"","",,,,,,,S169749237,Unconfirmed,,,,call recorded,Pomatorhinus horsfieldii,insbab1,Species,25614,,.00,0,,,
618067465,Audio,Purple Sunbird,Cinnyris asiaticus,,Samish Dhongle,2024-04-28,2024,4,28,1005,India,IN-MH-AK,Maharashtra,Akola,RanpiseNagar open ground,20.7104876,77.0140025,"",,Unspecified,"","",,,,,,,S170657960,"",,,,,Cinnyris asiaticus,pursun4,Species,29936,,3.00,2,,,
618067464,Audio,Purple Sunbird,Cinnyris asiaticus,,Samish Dhongle,2024-04-28,2024,4,28,1005,India,IN-MH-AK,Maharashtra,Akola,RanpiseNagar open ground,20.7104876,77.0140025,"",,Unspecified,"","",,,,,,,S170657960,"",,,,,Cinnyris asiaticus,pursun4,Species,29936,,5.00,1,,,
618067463,Audio,Pied Bushchat,Saxicola caprata,,Samish Dhongle,2024-04-28,2024,4,28,1005,India,IN-MH-AK,Maharashtra,Akola,RanpiseNagar open ground,20.7104876,77.0140025,"",,Unspecified,"","",,,,,,,S170657960,"",,,,,Saxicola caprata,piebus1,Species,29209,,5.00,1,,,
618067372,Audio,Indian Cuckoo,Cuculus micropterus,,Saikat Das,2024-04-28,2024,4,28,723,India,IN-WB-BI,West Bengal,Birbhum,"Dhalla Road, Chaupahari Jangal, West Bengal, IN (23.638, 87.585)",23.6379538,87.5846406,"",,Unspecified,"","",,,,,,,S170655362,"",,,,Heard and seen.,Cuculus micropterus,indcuc1,Species,3413,,.00,0,,,
618067324,Audio,Jungle Prinia,Prinia sylvatica,,Saikat Das,2024-04-28,2024,4,28,609,India,IN-WB-BI,West Bengal,Birbhum,Chaupaharai,23.6348966,87.5975313,"",,Unspecified,"","",,,,,,,S170655229,"",,,,Residential species.,Prinia sylvatica,junpri1,Species,22847,,.00,0,,,
618067318,Audio,Indian Pitta,Pitta brachyura,,Saikat Das,2024-04-28,2024,4,28,609,India,IN-WB-BI,West Bengal,Birbhum,Chaupaharai,23.6348966,87.5975313,"",,Unspecified,"","",,,,,,,S170655229,"",,,,Sighted in different forest patches,Pitta brachyura,indpit1,Species,13131,,.00,0,,,
618067125,Audio,Indian Blackbird,Turdus simillimus,,Harsh Kalavadiya,2024-04-27,2024,4,27,533,India,IN-GJ-JU,Gujarat,Junagadh,"Datar hills,Girnar, Junagadh",21.4833756,70.5180357,"",,Unspecified,"","",,,,,,,S170479325,Unconfirmed,,,,Photo,Turdus simillimus,eurbla2,Species,28192,,.00,0,,,
618066540,Audio,Purple Sunbird,Cinnyris asiaticus,,Agniva Das,2024-04-28,2024,4,28,700,India,IN-WB-KO,West Bengal,Kolkata,"Rabindra Sarovar (including Lion's Safari Park)",22.5123362,88.3597136,Adult Male – 1,,Unspecified,"","",,,Apple iPhone XS,,,,S170656225,"",,,,,Cinnyris asiaticus,pursun4,Species,29936,,.00,0,,,
618063119,Audio,Indian Cuckoo,Cuculus micropterus,,Kaushik Kalmady,2024-04-28,2024,4,28,633,India,IN-KA-UD,Karnataka,Udupi,Shettybettu 3 Parkala School Side,13.3637330,74.8194849,"",,Unspecified,"","",,,,,,,S170647710,"",,,,Heard and then seen,Cuculus micropterus,indcuc1,Species,3413,,.00,0,,,
618062448,Audio,Indian Pitta,Pitta brachyura,,Vivekananda K,2024-04-28,2024,4,28,605,India,IN-KA-BN,Karnataka,Bengaluru Urban,Muthanallur Kere,12.8198358,77.7267265,"",,Unspecified,"","",,,,,,,S170651473,"",,,,Heard.,Pitta brachyura,indpit1,Species,13131,,.00,0,,,
618058811,Audio,Oriental Pratincole,Glareola maldivarum,,Neenad Abhang,2024-04-15,2024,4,15,841,India,IN-MH-SO,Maharashtra,Solapur,Ujani Dam -- Kondar Chincoli (South side),18.2857534,74.8236644,"",,Unspecified,"","",,,,,,,S168857957,"",,,,Approx no. could be more...,Glareola maldivarum,oripra,Species,6306,,.00,0,,,
618058476,Audio,Collared Pratincole,Glareola pratincola,,Neenad Abhang,2024-04-15,2024,4,15,841,India,IN-MH-SO,Maharashtra,Solapur,Ujani Dam -- Kondar Chincoli (South side),18.2857534,74.8236644,"",,Unspecified,"","",,,,,,,S168857957,"",,,,Photographed...,Glareola pratincola,colpra,Species,6308,,.00,0,,,
618058255,Audio,Malabar Woodshrike,Tephrodornis sylvicola,,Neenad Abhang,2024-04-13,2024,4,13,1340,India,IN-MH-SI,Maharashtra,Sindhudurg,Tilari Conservation Reserve,15.7675674,74.0785907,"",,Unspecified,"","",,,,,,,S168532849,"",,,,"2 seen, 1 heard from other side. Photographed",Tephrodornis sylvicola,malwoo1,Species,19558,,.00,0,,,
618054834,Audio,Malabar Whistling-Thrush,Myophonus horsfieldii,,Bobby M,2024-04-27,2024,4,27,630,India,IN-TN-CO,Tamil Nadu,Coimbatore,"Sirukundra, Tamil Nadu, IN (10.305, 76.963)",10.3049421,76.9632969,"",,Unspecified,"","",,,,,,,S170637562,"",,,,,Myophonus horsfieldii,mawthr1,Species,28928,,3.00,2,,,
618054453,Audio,Indian Scimitar-Babbler,Pomatorhinus horsfieldii,,Bobby M,2024-04-26,2024,4,26,1606,India,IN-TN-CO,Tamil Nadu,Coimbatore,Nallamudi View Point,10.2529500,76.9352250,"",,Unspecified,"","",,,,,,,S170638915,"",,,,,Pomatorhinus horsfieldii,insbab1,Species,25614,,.00,0,,,
618032641,Audio,Jungle Nightjar (Indian Jungle Nightjar),Caprimulgus indicus,,Anshuman Sarkar,2024-04-13,2024,4,13,1658,India,IN-OR-SA,Odisha,Sambalpur,Road To Kuladera Waterfall,21.3494291,84.4774623,"",,Unspecified,"","",,,,,,,S168367373,Unconfirmed,,,,,Caprimulgus indicus,grynig2,Species,3647,,.00,0,,,
618032602,Audio,Indian Cuckoo,Cuculus micropterus,,Anshuman Sarkar,2024-04-13,2024,4,13,1658,India,IN-OR-SA,Odisha,Sambalpur,Road To Kuladera Waterfall,21.3494291,84.4774623,"",,Unspecified,"","",,,,,,,S168367373,"",,,,,Cuculus micropterus,indcuc1,Species,3413,,.00,0,,,
618031170,Audio,Common Iora,Aegithina tiphia,,Anshuman Sarkar,2024-04-16,2024,4,16,931,India,IN-OR-SA,Odisha,Sambalpur,Road To Kuladera Waterfall,21.3494291,84.4774623,"",,Unspecified,"","",,,,,,,S168852514,"",,,,,Aegithina tiphia,comior1,Species,19632,,.00,0,,,
618029769,Audio,Large-tailed Nightjar,Caprimulgus macrurus,,Manish Kumar Chattopadhyay,2024-04-25,2024,4,25,1859,India,IN-WB-PA,West Bengal,Paschim Bardhaman,Deul Forest,23.6088989,87.4507777,"",,Unspecified,"","",,,Samsung F23,,,,S170307255,"",,,,,Caprimulgus macrurus,latnig2,Species,3680,,.00,0,,,
618025910,Audio,Oriental Magpie-Robin,Copsychus saularis,,Lathika  K K,2024-04-27,2024,4,27,1855,India,IN-KL-KN,Kerala,Kannur,"Vaishnavi(11.777, 75.527)",11.7771333,75.5268493,"",,Unspecified,"","",,,,,,,S170553862,"",,,,,Copsychus saularis,magrob,Species,28501,,.00,0,,,
618025749,Audio,Mottled Wood-Owl,Strix ocellata,,Lathika  K K,2024-04-27,2024,4,27,2214,India,IN-KL-KN,Kerala,Kannur,"Vaishnavi(11.777, 75.527)",11.7771333,75.5268493,"",,Unspecified,"","",,,,,,,S170553071,"",,,,,Strix ocellata,mowowl1,Species,8971,,.00,0,,,
618023271,Audio,Indian White-eye (Oriental White-eye),Zosterops palpebrosus,,Prachee J,2024-04-27,2024,4,27,1657,India,IN-MH-ST,Maharashtra,Satara,"Mahabaleshwar, Maharashtra, IN (17.923, 73.665)",17.9227350,73.6650308,"",,Unspecified,"","",,,,,,,S170517787,"",,,,,Zosterops palpebrosus,indwhe1,Species,25217,,3.00,1,,,
618022929,Audio,Black Drongo,Dicrurus macrocercus,,Rajesh Kalra,2024-04-27,2024,4,27,654,India,IN-DL-CE,Delhi,Central Delhi,Yamuna-- Asita,28.6312880,77.2585930,"",,Unspecified,"","",,,,,,,S170540069,"",,,,,Dicrurus macrocercus,bladro1,Species,20051,,.00,0,,,
618022953,Audio,Greater Coucal,Centropus sinensis,,Rajesh Kalra,2024-04-27,2024,4,27,654,India,IN-DL-CE,Delhi,Central Delhi,Yamuna-- Asita,28.6312880,77.2585930,"",,Unspecified,"","",,,,,,,S170540069,"",,,,,Centropus sinensis,grecou1,Species,3116,,.00,0,,,
618022928,Audio,Black Drongo,Dicrurus macrocercus,,Rajesh Kalra,2024-04-27,2024,4,27,654,India,IN-DL-CE,Delhi,Central Delhi,Yamuna-- Asita,28.6312880,77.2585930,"",,Unspecified,"","",,,,,,,S170540069,"",,,,,Dicrurus macrocercus,bladro1,Species,20051,,.00,0,,,
618016393,Audio,Spot-breasted Fantail (White-spotted Fantail),Rhipidura albogularis,,Ramesh E,2024-04-27,2024,4,27,638,India,IN-TS-HY,Telangana,Hyderabad,"Kasu Brahmananda Reddy NP, Hyderabad",17.4226723,78.4262601,"",,Unspecified,"","",,,,,,,S170462571,"",,,,It was foraging on the ground,Rhipidura albogularis,spbfan1,Species,19910,,.00,0,,,
618012382,Audio,White-rumped Shama,Copsychus malabaricus,,Ayaz Mansuri,2024-04-27,2024,4,27,645,India,IN-GJ-NR,Gujarat,Narmada,Shoolpaneshwar WLS--Sagai Eco Campsite,21.6723846,73.7930310,"",,Unspecified,"","",,,,,,,S170463794,"",,,,,Copsychus malabaricus,whrsha,Species,28518,,.00,0,,,
618011479,Audio,Pale-billed Flowerpecker,Dicaeum erythrorhynchos,,HARIHARAN T V,2024-04-27,2024,4,27,1142,India,IN-KL-KS,Kerala,Kasaragod,"Paloth Chemnad, Kerala, IN (12.498, 75.01)",12.4975211,75.0097496,"",,Unspecified,"","",,,,,,,S170461946,"",,,,,Dicaeum erythrorhynchos,pabflo1,Species,29524,,.00,0,,,
618011326,Audio,Indian Blackbird,Turdus simillimus,,Vikrant Prabhulkar,2024-04-22,2024,4,22,1855,India,IN-MH-RT,Maharashtra,Ratnagiri,Bridge - Are road,17.5170678,73.1875012,"",,Unspecified,"","",,,,,,,S169928463,"",,,,,Turdus simillimus,eurbla2,Species,28192,,3.00,1,,,
618011331,Audio,Common Tailorbird,Orthotomus sutorius,,Samish Dhongle,2024-04-21,2024,4,21,1002,India,IN-MH-AK,Maharashtra,Akola,"Samish D's Farm, Redhawa MH.",20.5639832,77.1101390,"",,Unspecified,"","",,,,,,,S169576363,"",,,,,Orthotomus sutorius,comtai1,Species,22738,,.00,0,,,
618010020,Audio,Oriental Magpie-Robin,Copsychus saularis,,Madhavi Babtiwale,2024-04-27,2024,4,27,645,India,IN-MH-NG,Maharashtra,Nagpur,"Vishram Appartments,Shivaji nagar Nagpur, Maharashtra",21.1368085,79.0563362,"",,Unspecified,"","",,,,,,,S170453274,"",,,,Various songs recorded.,Copsychus saularis,magrob,Species,28501,,4.00,1,,,
618010007,Audio,Oriental Magpie-Robin,Copsychus saularis,,Madhavi Babtiwale,2024-04-27,2024,4,27,645,India,IN-MH-NG,Maharashtra,Nagpur,"Vishram Appartments,Shivaji nagar Nagpur, Maharashtra",21.1368085,79.0563362,"",,Unspecified,"","",,,,,,,S170453274,"",,,,Various songs recorded.,Copsychus saularis,magrob,Species,28501,,4.00,1,,,
618009983,Audio,Western Crowned Warbler,Phylloscopus occipitalis,,Shalmali Nalawade,2024-04-19,2024,4,19,758,India,IN-HP-KU,Himachal Pradesh,Kullu,The Blue Sheep Hostel (Tirthan),31.6455425,77.3449839,"",,Unspecified,"","",,,,,,,S169248532,"",,,,,Phylloscopus occipitalis,weclew1,Species,24550,,.00,0,,,
618009999,Audio,Small Minivet,Pericrocotus cinnamomeus,,Madhavi Babtiwale,2024-04-27,2024,4,27,645,India,IN-MH-NG,Maharashtra,Nagpur,"Vishram Appartments,Shivaji nagar Nagpur, Maharashtra",21.1368085,79.0563362,"",,Unspecified,"","",,,,,,,S170453274,"",,,,"In flight. Heard calls,and recorded",Pericrocotus cinnamomeus,smamin1,Species,18234,,5.00,1,,,
618009982,Audio,White-throated Kingfisher,Halcyon smyrnensis,,Madhavi Babtiwale,2024-04-27,2024,4,27,645,India,IN-MH-NG,Maharashtra,Nagpur,"Vishram Appartments,Shivaji nagar Nagpur, Maharashtra",21.1368085,79.0563362,"",,Unspecified,"","",,,,,,,S170453274,"",,,,Seen and recorded calls,Halcyon smyrnensis,whtkin2,Species,9795,,3.00,1,,,
618009945,Audio,Grey-hooded Warbler,Phylloscopus xanthoschistos,,Shalmali Nalawade,2024-04-08,2024,4,8,934,India,IN-HP-KA,Himachal Pradesh,Kangra,"Bunhla Marhola, Himachal Pradesh, IN (32.039, 76.745)",32.0391487,76.7447943,"",,Unspecified,"","",,,,,,,S167674050,"",,,,,Phylloscopus xanthoschistos,gyhwar2,Species,24561,,.00,0,,,
618009828,Audio,Oriental Magpie-Robin,Copsychus saularis,,Madhavi Babtiwale,2024-04-27,2024,4,27,645,India,IN-MH-NG,Maharashtra,Nagpur,"Vishram Appartments,Shivaji nagar Nagpur, Maharashtra",21.1368085,79.0563362,"",,Unspecified,"","",,,,,,,S170453274,"",,,,Various songs recorded.,Copsychus saularis,magrob,Species,28501,,5.00,1,,,
618009824,Audio,Oriental Magpie-Robin,Copsychus saularis,,Madhavi Babtiwale,2024-04-27,2024,4,27,645,India,IN-MH-NG,Maharashtra,Nagpur,"Vishram Appartments,Shivaji nagar Nagpur, Maharashtra",21.1368085,79.0563362,"",,Unspecified,"","",,,,,,,S170453274,"",,,,Various songs recorded.,Copsychus saularis,magrob,Species,28501,,5.00,1,,,
