ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
632959855,Audio,Common Tailorbird,Orthotomus sutorius,,,Gayathri Mukunda,2025-03-30,2025,3,30,1030,India,IN-KA-MY,Karnataka,Mysuru,Devarakere hinkal,12.3320796,76.6059012,"",,Unspecified,"","",,,,,,,S222060676,"",,,,,Orthotomus sutorius,comtai1,Species,22921,,.00,0,,,
632959819,Audio,Rose-ringed Parakeet,Psittacula krameri,,,Gayathri Mukunda,2025-03-30,2025,3,30,1030,India,IN-KA-MY,Karnataka,Mysuru,Devarakere hinkal,12.3320796,76.6059012,"",,Unspecified,"","",,,,,,,S222060676,"",,,,,Psittacula krameri,rorpar,Species,12232,,.00,0,,,
632959890,Audio,Pale-billed Flowerpecker,Dicaeum erythrorhynchos,,,Gayathri Mukunda,2025-03-30,2025,3,30,1030,India,IN-KA-MY,Karnataka,Mysuru,Devarakere hinkal,12.3320796,76.6059012,"",,Unspecified,"","",,,,,,,S222060676,"",,,,,Dicaeum erythrorhynchos,pabflo1,Species,29761,,.00,0,,,
632959850,Audio,Common Tailorbird,Orthotomus sutorius,,,Gayathri Mukunda,2025-03-30,2025,3,30,1030,India,IN-KA-MY,Karnataka,Mysuru,Devarakere hinkal,12.3320796,76.6059012,"",,Unspecified,"","",,,,,,,S222060676,"",,,,,Orthotomus sutorius,comtai1,Species,22921,,.00,0,,,
632959801,Audio,Asian Green Bee-eater,Merops orientalis,,,Gayathri Mukunda,2025-03-30,2025,3,30,1030,India,IN-KA-MY,Karnataka,Mysuru,Devarakere hinkal,12.3320796,76.6059012,"",,Unspecified,"","",,,,,,,S222060676,"",,,,,Merops orientalis,grnbee3,Species,9709,,1.00,1,,,
632959808,Audio,Coppersmith Barbet,Psilopogon haemacephalus,,,Gayathri Mukunda,2025-03-30,2025,3,30,1030,India,IN-KA-MY,Karnataka,Mysuru,Devarakere hinkal,12.3320796,76.6059012,"",,Unspecified,"","",,,,,,,S222060676,"",,,,,Psilopogon haemacephalus,copbar1,Species,10586,,.00,0,,,
632959809,Audio,Coppersmith Barbet,Psilopogon haemacephalus,,,Gayathri Mukunda,2025-03-30,2025,3,30,1030,India,IN-KA-MY,Karnataka,Mysuru,Devarakere hinkal,12.3320796,76.6059012,"",,Unspecified,"","",,,,,,,S222060676,"",,,,,Psilopogon haemacephalus,copbar1,Species,10586,,.00,0,,,
632959807,Audio,Coppersmith Barbet,Psilopogon haemacephalus,,,Gayathri Mukunda,2025-03-30,2025,3,30,1030,India,IN-KA-MY,Karnataka,Mysuru,Devarakere hinkal,12.3320796,76.6059012,"",,Unspecified,"","",,,,,,,S222060676,"",,,,,Psilopogon haemacephalus,copbar1,Species,10586,,.00,0,,,
632959588,Audio,Purple Sunbird,Cinnyris asiaticus,,,Gayathri Mukunda,2025-03-30,2025,3,30,1045,India,IN-KA-MY,Karnataka,Mysuru,Devarakere hinkal,12.3320796,76.6059012,"",,Unspecified,"","",,,,,,,S221870726,"",,,,,Cinnyris asiaticus,pursun4,Species,30175,,.00,0,,,
632959599,Audio,Black Kite,Milvus migrans,,,Gayathri Mukunda,2025-03-30,2025,3,30,1045,India,IN-KA-MY,Karnataka,Mysuru,Devarakere hinkal,12.3320796,76.6059012,"",,Unspecified,"","",,,,,,,S221870726,"",,,,,Milvus migrans,blakit1,Species,8249,,.00,0,,,
632959585,Audio,Purple Sunbird,Cinnyris asiaticus,,,Gayathri Mukunda,2025-03-30,2025,3,30,1045,India,IN-KA-MY,Karnataka,Mysuru,Devarakere hinkal,12.3320796,76.6059012,"",,Unspecified,"","",,,,,,,S221870726,"",,,,,Cinnyris asiaticus,pursun4,Species,30175,,.00,0,,,
632958600,Audio,Indian White-eye (Oriental White-eye),Zosterops palpebrosus,,,Reva Duraphe,2025-03-18,2025,3,18,1255,India,IN-AN-AS,Andaman and Nicobar Islands,South Andaman,"Sea Land Hotel, Hut Bay, Little Andaman, (10.592, 92.543)",10.5919438,92.5429559,"","",Used,"","",,,Zoom H4n Pro,,,,S219892721,"",,,,,Zosterops palpebrosus,indwhe1,Species,25407,,.00,0,"",,
632958599,Audio,Indian White-eye (Oriental White-eye),Zosterops palpebrosus,,,Reva Duraphe,2025-03-18,2025,3,18,1255,India,IN-AN-AS,Andaman and Nicobar Islands,South Andaman,"Sea Land Hotel, Hut Bay, Little Andaman, (10.592, 92.543)",10.5919438,92.5429559,"",Call,Used,"","",,,,,,,S219892721,"",,,,,Zosterops palpebrosus,indwhe1,Species,25407,,.00,0,"",,
632958189,Audio,Changeable Hawk-Eagle (Crested),Nisaetus cirrhatus cirrhatus/ceylanensis,,,Shamik Sathe,2025-03-31,2025,3,31,611,India,IN-MH-PU,Maharashtra,Pune,"Koshimghar, Maharashtra, IN (18.354, 73.546)",18.3542620,73.5464988,"",,Unspecified,"","",,,,,,,S222009597,"",,,,Ssp wothin distribution,Nisaetus cirrhatus,crehae1,Group,7917,,5.00,1,,,
632958169,Audio,"Jerdon's Nightjar",Caprimulgus atripennis,,,Shamik Sathe,2025-03-31,2025,3,31,611,India,IN-MH-PU,Maharashtra,Pune,"Koshimghar, Maharashtra, IN (18.354, 73.546)",18.3542620,73.5464988,"",,Unspecified,"","",,,,,,,S222009597,"",,,,Heard and recorded calls also seen in flight,Caprimulgus atripennis,jernig1,Species,3621,,.00,0,,,
632958170,Audio,"Jerdon's Nightjar",Caprimulgus atripennis,,,Shamik Sathe,2025-03-31,2025,3,31,611,India,IN-MH-PU,Maharashtra,Pune,"Koshimghar, Maharashtra, IN (18.354, 73.546)",18.3542620,73.5464988,"",,Unspecified,"","",,,,,,,S222009597,"",,,,Heard and recorded calls also seen in flight,Caprimulgus atripennis,jernig1,Species,3621,,5.00,2,,,
632958164,Audio,Jungle Nightjar (Indian Jungle Nightjar),Caprimulgus indicus,,,Shamik Sathe,2025-03-31,2025,3,31,611,India,IN-MH-PU,Maharashtra,Pune,"Koshimghar, Maharashtra, IN (18.354, 73.546)",18.3542620,73.5464988,"",,Unspecified,"","",,,,,,,S222009597,"",,,,,Caprimulgus indicus,grynig2,Species,3578,,.00,0,,,
632958163,Audio,Jungle Nightjar (Indian Jungle Nightjar),Caprimulgus indicus,,,Shamik Sathe,2025-03-31,2025,3,31,611,India,IN-MH-PU,Maharashtra,Pune,"Koshimghar, Maharashtra, IN (18.354, 73.546)",18.3542620,73.5464988,"",,Unspecified,"","",,,,,,,S222009597,"",,,,,Caprimulgus indicus,grynig2,Species,3578,,.00,0,,,
632958158,Audio,Grey Junglefowl,Gallus sonneratii,,,Shamik Sathe,2025-03-31,2025,3,31,611,India,IN-MH-PU,Maharashtra,Pune,"Koshimghar, Maharashtra, IN (18.354, 73.546)",18.3542620,73.5464988,"",,Unspecified,"","",,,,,,,S222009597,"",,,,,Gallus sonneratii,grejun2,Species,1593,,.00,0,,,
632958157,Audio,Grey Junglefowl,Gallus sonneratii,,,Shamik Sathe,2025-03-31,2025,3,31,611,India,IN-MH-PU,Maharashtra,Pune,"Koshimghar, Maharashtra, IN (18.354, 73.546)",18.3542620,73.5464988,"",,Unspecified,"","",,,,,,,S222009597,"",,,,,Gallus sonneratii,grejun2,Species,1593,,.00,0,,,
632957855,Audio,Crimson-backed Sunbird (Small Sunbird),Leptocoma minima,,,Shamik Sathe,2025-03-31,2025,3,31,803,India,IN-MH-PU,Maharashtra,Pune,Dapsare Devrai,18.3364210,73.4468892,"",,Unspecified,"","",,,,,,,S222043481,"",,,,"Abundant here, very vocal and seen at multiple points along the road",Leptocoma minima,crbsun2,Species,30006,,.00,0,,,
632957797,Audio,Malabar Whistling-Thrush,Myophonus horsfieldii,,,Shamik Sathe,2025-03-31,2025,3,31,803,India,IN-MH-PU,Maharashtra,Pune,Dapsare Devrai,18.3364210,73.4468892,"",,Unspecified,"","",,,,,,,S222043481,"",,,,,Myophonus horsfieldii,mawthr1,Species,29158,,.00,0,,,
632957766,Audio,Brown-cheeked Fulvetta,Alcippe poioicephala,,,Shamik Sathe,2025-03-31,2025,3,31,803,India,IN-MH-PU,Maharashtra,Pune,Dapsare Devrai,18.3364210,73.4468892,"",,Unspecified,"","",,,,,,,S222043481,"",,,,,Alcippe poioicephala,brcful1,Species,26137,,.00,0,,,
632957697,Audio,Indian Scimitar-Babbler,Pomatorhinus horsfieldii,,,Shamik Sathe,2025-03-31,2025,3,31,803,India,IN-MH-PU,Maharashtra,Pune,Dapsare Devrai,18.3364210,73.4468892,"",,Unspecified,"","",,,,,,,S222043481,"",,,,,Pomatorhinus horsfieldii,insbab1,Species,25810,,.00,0,,,
632957679,Audio,Square-tailed Bulbul (Black Bulbul),Hypsipetes ganeesa,,,Shamik Sathe,2025-03-31,2025,3,31,803,India,IN-MH-PU,Maharashtra,Pune,Dapsare Devrai,18.3364210,73.4468892,"",,Unspecified,"","",,,,,,,S222043481,"",,,,,Hypsipetes ganeesa,sqtbul1,Species,24375,,.00,0,,,
632955891,Audio,Eurasian Tree Sparrow,Passer montanus,,,Soumyojit Talukder,2025-03-31,2025,3,31,1552,India,IN-SK-ES,Sikkim,East Sikkim,"M.M Rasaily Road, Gangtok, Sikkim, IN (27.339, 88.607) GANGTOK HOTEL",27.3387979,88.6073980,"",,Unspecified,"","",,,,,,,S222016422,"",,,,,Passer montanus,eutspa,Species,31329,,.00,0,,,
632955670,Audio,Striped Laughingthrush,Trochalopteron virgatum,,,Vishal Goswami,2025-03-27,2025,3,27,1415,India,IN-NL-KO,Nagaland,Kohima,Dzuluke,25.6211388,93.9569163,"",,Unspecified,"","",,,,,,,S221112283,"",,,,,Trochalopteron virgatum,strlau3,Species,26201,,5.00,2,,,
632955582,Audio,Common Myna,Acridotheres tristis,"Milvus migrans -- Black Kite; Corvus splendens -- House Crow; Dicaeum erythrorhynchos -- Pale-billed Flowerpecker; Haliastur indus -- Brahminy Kite; Pycnonotus cafer -- Red-vented Bulbul",,Rajesh Radhakrishnan,2025-03-29,2025,3,29,608,India,IN-KL-PL,Kerala,Palakkad,The PJR Estate ,10.7661873,76.6514568,"","Call; Foraging or Eating",Not Used,"","",,,Zoom H5,Zoom SGH6 Capsule mic,"",,S221414329,"",,,,,Acridotheres tristis,commyn,Species,27617,,3.50,2,"",,
632955576,Audio,Common Myna,Acridotheres tristis,"Milvus migrans -- Black Kite; Copsychus saularis -- Oriental Magpie-Robin; Eudynamys scolopaceus -- Asian Koel",,Rajesh Radhakrishnan,2025-03-29,2025,3,29,608,India,IN-KL-PL,Kerala,Palakkad,The PJR Estate ,10.7661873,76.6514568,"","Call; Foraging or Eating",Not Used,"","",,,Zoom H5,Zoom SGH6 Capsule mic,"",,S221414329,"",,,,,Acridotheres tristis,commyn,Species,27617,,5.00,1,"",,
632955568,Audio,Red-vented Bulbul,Pycnonotus cafer,Dicaeum erythrorhynchos -- Pale-billed Flowerpecker,,Rajesh Radhakrishnan,2025-03-29,2025,3,29,608,India,IN-KL-PL,Kerala,Palakkad,The PJR Estate ,10.7661873,76.6514568,"","Call; Foraging or Eating",Not Used,"","",,,Zoom H5,Zoom SGH6 Capsule mic,"",,S221414329,"",,,,,Pycnonotus cafer,revbul,Species,24523,,4.00,1,"",,
632955564,Audio,Red-whiskered Bulbul,Pycnonotus jocosus,,,Rajesh Radhakrishnan,2025-03-29,2025,3,29,608,India,IN-KL-PL,Kerala,Palakkad,The PJR Estate ,10.7661873,76.6514568,"","Foraging or Eating; Song",Not Used,"","",,,Zoom H5,Zoom SGH6 Capsule mic,"",,S221414329,"",,,,,Pycnonotus jocosus,rewbul,Species,24503,,.00,0,"",,
632955542,Audio,Black Kite,Milvus migrans,"Copsychus saularis -- Oriental Magpie-Robin; Dicaeum erythrorhynchos -- Pale-billed Flowerpecker",,Rajesh Radhakrishnan,2025-03-29,2025,3,29,608,India,IN-KL-PL,Kerala,Palakkad,The PJR Estate ,10.7661873,76.6514568,"",Call,Not Used,"","",,,Zoom H5,Zoom SGH6 Capsule mic,"",,S221414329,"",,,,,Milvus migrans,blakit1,Species,8249,,3.50,2,"",,
632955536,Audio,Asian Koel,Eudynamys scolopaceus,"Dicaeum erythrorhynchos -- Pale-billed Flowerpecker; Milvus migrans -- Black Kite; Pycnonotus cafer -- Red-vented Bulbul",,Rajesh Radhakrishnan,2025-03-29,2025,3,29,608,India,IN-KL-PL,Kerala,Palakkad,The PJR Estate ,10.7661873,76.6514568,"","Courtship, Display, or Copulation; Song",Not Used,"","",,,Zoom H5,Zoom SGH6 Capsule mic,"",,S221414329,"",,,"",,Eudynamys scolopaceus,asikoe2,Species,3219,,5.00,1,"",,
632952608,Audio,Southern Hill Myna,Gracula indica,,,Abhijit Ghaskadbi,2025-03-27,2025,3,27,1543,India,IN-KA-UK,Karnataka,Uttara Kannada,"Old Magazine House, Ganeshgudi",15.2920013,74.5208605,"",,Unspecified,"","",,,,,,,S221081696,"",,,,,Gracula indica,sohmyn1,Species,27570,,.00,0,,,
632952598,Audio,Asian Emerald Dove,Chalcophaps indica,,,Abhijit Ghaskadbi,2025-03-27,2025,3,27,1543,India,IN-KA-UK,Karnataka,Uttara Kannada,"Old Magazine House, Ganeshgudi",15.2920013,74.5208605,"",,Unspecified,"","",,,,,,,S221081696,"",,,,,Chalcophaps indica,emedov2,Species,2125,,.00,0,,,
632952296,Audio,Brown Hawk-Owl,Ninox scutulata,,,Abhijit Ghaskadbi,2025-03-28,2025,3,28,540,India,IN-KA-UK,Karnataka,Uttara Kannada,"Old Magazine House, Ganeshgudi",15.2920013,74.5208605,"",,Unspecified,"","",,,,,,,S222004964,"",,,,2 Birds calling at dawn. Also heard earlier during the night,Ninox scutulata,brnhao1,Species,9249,,.00,0,,,
632952295,Audio,Brown Hawk-Owl,Ninox scutulata,,,Abhijit Ghaskadbi,2025-03-28,2025,3,28,540,India,IN-KA-UK,Karnataka,Uttara Kannada,"Old Magazine House, Ganeshgudi",15.2920013,74.5208605,"",,Unspecified,"","",,,,,,,S222004964,"",,,,2 Birds calling at dawn. Also heard earlier during the night,Ninox scutulata,brnhao1,Species,9249,,.00,0,,,
632951417,Audio,Brown-headed Barbet (Large Green Barbet),Psilopogon zeylanicus,,,Shubham Giri,2025-03-30,2025,3,30,921,India,IN-MH-GA,Maharashtra,Gadchiroli,"Bhawanipur, Maharashtra, IN (19.63, 80.07)",19.6303455,80.0696270,"",,Unspecified,"","",,,,,,,S221718983,"",,,,,Psilopogon zeylanicus,brhbar1,Species,10641,,3.00,1,,,
632951402,Audio,Taiga Flycatcher (Red-throated Flycatcher),Ficedula albicilla,,,Shubham Giri,2025-03-30,2025,3,30,900,India,IN-MH-GA,Maharashtra,Gadchiroli,"Gadchiroli, Maharashtra, IN (19.631, 80.067)",19.6308317,80.0671717,"",,Unspecified,"","",,,,,,,S221719095,"",,,,,Ficedula albicilla,taifly1,Species,29284,,.00,0,,,
632951370,Audio,Yellow-wattled Lapwing,Vanellus malabaricus,,,Shubham Giri,2025-03-29,2025,3,29,1741,India,IN-MH-GA,Maharashtra,Gadchiroli,"Porla, Maharashtra, IN (20.317, 79.999)",20.3168686,79.9991741,"",,Unspecified,"","",,,,,,,S221484156,"",,,,,Vanellus malabaricus,yewlap2,Species,5802,,.00,0,,,
632951342,Audio,Indian Bushlark (Red-winged Bushlark),Plocealauda erythroptera,,,Shubham Giri,2025-03-29,2025,3,29,1741,India,IN-MH-GA,Maharashtra,Gadchiroli,"Porla, Maharashtra, IN (20.317, 79.999)",20.3168686,79.9991741,"",,Unspecified,"","",,,,,,,S221484156,"",,,,,Plocealauda erythroptera,indbus2,Species,22252,,.00,0,,,
632951322,Audio,Savanna Nightjar,Caprimulgus affinis,,,Shubham Giri,2025-03-29,2025,3,29,516,India,IN-MH-GA,Maharashtra,Gadchiroli,"Vaibhav HotelGadchiroli, Maharashtra, IN (20.185, 80.009)",20.1854684,80.0085668,"",,Unspecified,"","",,,,,,,S221404971,"",,,,,Caprimulgus affinis,savnig1,Species,3654,,.00,0,,,
632951311,Audio,Spotted Dove,Spilopelia chinensis,,,Shubham Giri,2025-03-30,2025,3,30,645,India,IN-MH-GA,Maharashtra,Gadchiroli,"Gadchiroli, Maharashtra, IN (19.665, 79.936).",19.6649546,79.9356282,"",,Unspecified,"","",,,,,,,S221719769,"",,,,,Spilopelia chinensis,spodov,Species,2027,,.00,0,,,
632950867,Audio,Indian White-eye (Oriental White-eye),Zosterops palpebrosus,,,Gayathri Mukunda,2025-03-30,2025,3,30,1830,India,IN-KA-MY,Karnataka,Mysuru,9th cross vijayanagar 1st stage mysuru,12.3301926,76.6167526,"",,Unspecified,"","",,,,,,,S221839201,"",,,,,Zosterops palpebrosus,indwhe1,Species,25407,,.00,0,,,
632950777,Audio,Purple Sunbird,Cinnyris asiaticus,,,Gayathri Mukunda,2025-03-30,2025,3,30,1830,India,IN-KA-MY,Karnataka,Mysuru,9th cross vijayanagar 1st stage mysuru,12.3301926,76.6167526,"",,Unspecified,"","",,,,,,,S221839201,"",,,,,Cinnyris asiaticus,pursun4,Species,30175,,.00,0,,,
632950776,Audio,Purple Sunbird,Cinnyris asiaticus,,,Gayathri Mukunda,2025-03-30,2025,3,30,1830,India,IN-KA-MY,Karnataka,Mysuru,9th cross vijayanagar 1st stage mysuru,12.3301926,76.6167526,"",,Unspecified,"","",,,,,,,S221839201,"",,,,,Cinnyris asiaticus,pursun4,Species,30175,,.00,0,,,
632950774,Audio,Purple Sunbird,Cinnyris asiaticus,,,Gayathri Mukunda,2025-03-30,2025,3,30,1830,India,IN-KA-MY,Karnataka,Mysuru,9th cross vijayanagar 1st stage mysuru,12.3301926,76.6167526,"",,Unspecified,"","",,,,,,,S221839201,"",,,,,Cinnyris asiaticus,pursun4,Species,30175,,.00,0,,,
632950773,Audio,Purple Sunbird,Cinnyris asiaticus,,,Gayathri Mukunda,2025-03-30,2025,3,30,1830,India,IN-KA-MY,Karnataka,Mysuru,9th cross vijayanagar 1st stage mysuru,12.3301926,76.6167526,"",,Unspecified,"","",,,,,,,S221839201,"",,,,,Cinnyris asiaticus,pursun4,Species,30175,,.00,0,,,
632950673,Audio,Moustached Warbler,Acrocephalus melanopogon,,,Bhargav P,2025-03-31,2025,3,31,650,India,IN-HR-GU,Haryana,Gurugram,Chandu (outskirts of Gurugram),28.5025606,76.9225746,"",,Unspecified,"","",,,,,,,S221990441,"",,,,"Calling continuously in a patch of dry grasses and Prosopis?! What it's doing there I have no clue",Acrocephalus melanopogon,mouwar1,Species,23429,,.00,0,,,
632950666,Audio,Black Francolin,Francolinus francolinus,,,Bhargav P,2025-03-31,2025,3,31,650,India,IN-HR-GU,Haryana,Gurugram,Chandu (outskirts of Gurugram),28.5025606,76.9225746,"",,Unspecified,"","",,,,,,,S221990441,"",,,,,Francolinus francolinus,blkfra,Species,1613,,.00,0,,,
632948142,Audio,Red-throated Pipit,Anthus cervinus,"Ardea alba -- Great Egret; Psittacula krameri -- Rose-ringed Parakeet; Pycnonotus cafer -- Red-vented Bulbul; Cinnyris asiaticus -- Purple Sunbird; Tringa ochropus -- Green Sandpiper; Ortygornis pondicerianus -- Grey Francolin; Copsychus fulicatus -- Indian Robin; Chlidonias hybrida -- Whiskered Tern; Tringa nebularia -- Common Greenshank",,Vyom Vyas,2025-03-23,2025,3,23,731,India,IN-GJ-GA,Gujarat,Gandhinagar,Karai near Sabarmati river,23.1293300,72.6453142,Immature – 1,"Call; Flight Call; Flying; Foraging or Eating",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono,"Wildtronics 22"" Parabola",,S220143940,"",,,The first note was given while foraging on the river bank. The other note was a fight call.,Continuing. A molting bird seen on the river bank. Clicked and recorded.,Anthus cervinus,retpip,Species,31592,,3.00,1,"",,
632947851,Audio,Red-throated Pipit,Anthus cervinus,"Cinnyris asiaticus -- Purple Sunbird; Eremopterix griseus -- Ashy-crowned Sparrow-Lark (Ashy-crowned Finch-Lark); Petrochelidon fluvicola -- Streak-throated Swallow",,Vyom Vyas,2025-03-23,2025,3,23,731,India,IN-GJ-GA,Gujarat,Gandhinagar,Karai near Sabarmati river,23.1293300,72.6453142,Immature – 1,"Flight Call; Flying",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono,"Wildtronics 22"" Parabola",,S220143940,"",,,,Continuing. A molting bird seen on the river bank. Clicked and recorded.,Anthus cervinus,retpip,Species,31592,,3.00,1,"",,
632947086,Audio,Grey Junglefowl,Gallus sonneratii,,,Regin Ross,2025-03-30,2025,3,30,755,India,IN-KL-KT,Kerala,Kottayam,VT Pala,9.7321930,76.7085598,"",,Unspecified,"","",,,,,,,S221710470,"",,,,,Gallus sonneratii,grejun2,Species,1593,,.00,0,,,
632944286,Audio,Oriental Magpie-Robin,Copsychus saularis,,,Dr Nandini Patil,2025-03-31,2025,3,31,555,India,IN-MH-SN,Maharashtra,Sangli,Atharva Galaxy Apt. Shivaji HS Sangli .sugar Factory Mah.,16.8809896,74.5820461,"",,Unspecified,"","",,,,,,,S221973182,"",,,,5.55,Copsychus saularis,magrob,Species,28732,,.00,0,,,
632944267,Audio,Red-vented Bulbul,Pycnonotus cafer,,,Dr Nandini Patil,2025-03-31,2025,3,31,555,India,IN-MH-SN,Maharashtra,Sangli,Atharva Galaxy Apt. Shivaji HS Sangli .sugar Factory Mah.,16.8809896,74.5820461,"",,Unspecified,"","",,,,,,,S221973182,"",,,,6.05,Pycnonotus cafer,revbul,Species,24523,,.00,0,,,
632944258,Audio,Spot-breasted Fantail (White-spotted Fantail),Rhipidura albogularis,,,Dr Nandini Patil,2025-03-31,2025,3,31,555,India,IN-MH-SN,Maharashtra,Sangli,Atharva Galaxy Apt. Shivaji HS Sangli .sugar Factory Mah.,16.8809896,74.5820461,"",,Unspecified,"","",,,,,,,S221973182,"",,,,,Rhipidura albogularis,spbfan1,Species,20068,,.00,0,,,
632944254,Audio,Asian Koel,Eudynamys scolopaceus,,,Dr Nandini Patil,2025-03-31,2025,3,31,555,India,IN-MH-SN,Maharashtra,Sangli,Atharva Galaxy Apt. Shivaji HS Sangli .sugar Factory Mah.,16.8809896,74.5820461,"",,Unspecified,"","",,,,,,,S221973182,"",,,,Male at 5.59. Both at 6.03,Eudynamys scolopaceus,asikoe2,Species,3219,,.00,0,,,
632944255,Audio,Asian Koel,Eudynamys scolopaceus,,,Dr Nandini Patil,2025-03-31,2025,3,31,555,India,IN-MH-SN,Maharashtra,Sangli,Atharva Galaxy Apt. Shivaji HS Sangli .sugar Factory Mah.,16.8809896,74.5820461,"",,Unspecified,"","",,,,,,,S221973182,"",,,,Male at 5.59. Both at 6.03,Eudynamys scolopaceus,asikoe2,Species,3219,,.00,0,,,
632944078,Audio,Common Iora,Aegithina tiphia,,,Dr Nandini Patil,2025-03-31,2025,3,31,727,India,IN-MH-SN,Maharashtra,Sangli,Atharva Galaxy Apt. Shivaji HS Sangli .sugar Factory Mah.,16.8809896,74.5820461,"",,Unspecified,"","",,,,,,,S221980444,"",,,,,Aegithina tiphia,comior1,Species,19790,,.00,0,,,
632944090,Audio,Oriental Magpie-Robin,Copsychus saularis,,,Dr Nandini Patil,2025-03-31,2025,3,31,727,India,IN-MH-SN,Maharashtra,Sangli,Atharva Galaxy Apt. Shivaji HS Sangli .sugar Factory Mah.,16.8809896,74.5820461,"",,Unspecified,"","",,,,,,,S221980444,"",,,,,Copsychus saularis,magrob,Species,28732,,.00,0,,,
632944091,Audio,Oriental Magpie-Robin,Copsychus saularis,,,Dr Nandini Patil,2025-03-31,2025,3,31,727,India,IN-MH-SN,Maharashtra,Sangli,Atharva Galaxy Apt. Shivaji HS Sangli .sugar Factory Mah.,16.8809896,74.5820461,"",,Unspecified,"","",,,,,,,S221980444,"",,,,,Copsychus saularis,magrob,Species,28732,,.00,0,,,
632943162,Audio,White-browed Laughingthrush,Pterorhinus sannio,,,Vishal Goswami,2025-03-28,2025,3,28,1430,India,IN-NL-KO,Nagaland,Kohima,Khonoma Rice Fields,25.6519840,94.0207980,"",,Unspecified,"","",,,,,,,S221483073,"",,,,Photographed,Pterorhinus sannio,whblau1,Species,26549,,.00,0,,,
632922852,Audio,Red-wattled Lapwing,Vanellus indicus,,,Nilimesh Nath,2025-03-30,2025,3,30,1720,India,IN-TR-NT,Tripura,North Tripura,"Tilthai Market Area , Purba Tilthai, Tripura, IN (24.304, 92.145)",24.3040867,92.1449515,"",,Unspecified,"","",,,,,,,S221934670,"",,,,,Vanellus indicus,rewlap1,Species,5822,,.00,0,,,
632912028,Audio,Bluethroat,Luscinia svecica,,,Anand Singh,2025-03-30,2025,3,30,839,India,IN-UL-HA,Uttarakhand,Haridwar,"Unnamed Road, Haridwar, Uttarakhand, IN (29.871, 77.913), Khanjarpur",29.8714248,77.9132958,"",,Unspecified,"","",,,,,,,S221709853,"",,,,,Luscinia svecica,blueth,Species,29137,,.00,0,,,
632911899,Audio,Plain Prinia,Prinia inornata,,,Anand Singh,2025-03-30,2025,3,30,839,India,IN-UL-HA,Uttarakhand,Haridwar,"Unnamed Road, Haridwar, Uttarakhand, IN (29.871, 77.913), Khanjarpur",29.8714248,77.9132958,"",,Unspecified,"","",,,,,,,S221709853,"",,,,Photo taken,Prinia inornata,plapri1,Species,23062,,5.00,1,,,
